,virus_id,title_bg,title,link,virus_image,image,num_rep,date_iso,media,author,media_matches,first_time,minutes_since_first,media_rank,day,time
11,583,Как България изпусна украински мафиот №1 Андрей Неделя,How Bulgaria let go of Ukrainian mafia boss No. 1 Andrey Nedelya,https://svobodnoslovo.eu/bulgaria/kak-balgariya-izpusna-ukrainski-mafiot-1-andrey-nedelya-2/159880,583.jpg,https://svobodnoslovo.eu/media/1/2025/04/12/121252/960x540.jpg?timer=1744451402,5,2025-04-12 09:50:00,svobodnoslovo.eu,Iva Ivanova,"razkritia.com,kliuki.ws,informiran.net,kliuki.net,crimesbg.com",2025-04-12 09:30:00,20,13,2025-04-12,09:50
12,583,Как България изпусна украински мафиот №1 Андрей Неделя ,How Bulgaria let go of Ukrainian mafia boss No. 1 Andrey Nedelya,https://razkritia.com/scandalni/kak-balgariya-izpusna-ukrainski-mafiot-1-andrey-nedelya/242125,583.jpg,https://razkritia.com/media/4/2025/04/12/521724/320x180.jpg?timer=1744411419,5,2025-04-12 12:50:00,razkritia.com,Иванина Николова,"kliuki.ws,informiran.net,kliuki.net,svobodnoslovo.eu,crimesbg.com",2025-04-12 12:50:00,200,12,2025-04-12,12:50
13,8,"10 минути делели Инна от смъртта: Майката на две деца, загубила 50% от кръвта си, отвори очи","10 minutes separated Inna from death: The mother of two, who lost 50% of her blood, opened her eyes",https://svobodnoslovo.eu/bulgaria/10-minuti-deleli-inna-ot-smartta-maykata-na-dve-deca-zagubila-50-ot-kravta-si-otvori-ochi/177086,8.jpg,https://svobodnoslovo.eu/media/1/2025/11/10/144862/960x540.jpg?timer=1762736839,4,2025-11-10 01:07:00,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,kliuki.net,crimesbg.com,informiran.net",2025-11-10 01:07:00,0,13,2025-11-10,01:07
14,8,"10 минути делели Инна от смъртта: Майката на две деца, загубила 50% от кръвта си, отвори очи","10 minutes separated Inna from death: The mother of two, who lost 50% of her blood, opened her eyes",https://informiran.net/balgariya/10-minuti-deleli-inna-ot-smartta-maykata-na-dve-deca-zagubila-50-ot-kravta-si-otvori-ochi,8.jpg,https://informiran.net/media/1/2025/11/10/87494/320x180.jpg?timer=1762736972,4,2025-11-10 01:09:49,informiran.net,Галя Иванова,"kliuki.ws,kliuki.net,crimesbg.com,svobodnoslovo.eu",2025-11-10 01:07:00,2.816666667,3,2025-11-10,01:09
15,8,"10 минути делели Инна от смъртта: Майката на две деца, загубила 50% от кръвта си, отвори очи","10 minutes separated Inna from death: The mother of two, who lost 50% of her blood, opened her eyes",https://crimesbg.com/novini/10-minuti-deleli-inna-ot-smartta-maykata-na-dve-deca-zagubila-50-ot-kravta-si-otvori-ochi-5/177089,8.jpg,https://crimesbg.com/media/4/2025/11/10/144865/320x180.jpg?timer=1762737096,4,2025-11-10 01:11:45,crimesbg.com,Iva Ivanova,"kliuki.ws,kliuki.net,informiran.net,svobodnoslovo.eu",2025-11-10 01:07:00,4.75,2,2025-11-10,01:11
16,8,"10 минути делели Инна от смъртта: Майката на две деца, загубила 50% от кръвта си, отвори очи","10 minutes separated Inna from death: The mother of two, who lost 50% of her blood, opened her eyes",https://kliuki.net/skandali/10-minuti-deleli-inna-ot-smartta-maykata-na-dve-deca-zagubila-50-ot-kravta-si-otvori-ochi-3/253250,8.jpg,https://kliuki.net/media/5/2025/11/10/543031/320x180.jpg?timer=1762737285,4,2025-11-10 01:15:00,kliuki.net,Иванина Николова,"kliuki.ws,crimesbg.com,informiran.net,svobodnoslovo.eu",2025-11-10 01:07:00,8,6,2025-11-10,01:15
17,8,"10 минути делели Инна от смъртта: Майката на две деца, загубила 50% от кръвта си, отвори очи","10 minutes separated Inna from death: The mother of two, who lost 50% of her blood, opened her eyes",https://kliuki.ws/novini/10-minuti-deleli-inna-ot-smartta-maykata-na-dve-deca-zagubila-50-ot-kravta-si-otvori-ochi-4/253251,8.jpg,https://kliuki.ws/media/6/2025/11/10/543032/480x270.jpg?timer=1762737577,4,2025-11-10 01:15:32,kliuki.ws,Иванина Николова,"kliuki.net,crimesbg.com,informiran.net,svobodnoslovo.eu",2025-11-10 01:07:00,8.533333333,7,2025-11-10,01:15
18,57,Аnticoruprbg: Получихме писмо и клип от Пепи Еврото ВИДЕО,Anticoruprbg: We received a letter and a clip from Pepi the Euro VIDEO,https://svobodnoslovo.eu/bulgaria/anticoruprbg-poluchihme-pismo-i-klip-ot-pepi-evroto-video/156948,57.jpg,https://svobodnoslovo.eu/media/1/2025/03/10/117260/960x540.webp?timer=1741608782,4,2025-03-10 12:13:01,svobodnoslovo.eu,Iva Ivanova,"informiran.net,kliuki.ws,kliuki.net,crimesbg.com",2025-03-10 12:13:01,0,13,2025-03-10,12:13
19,57,Аnticoruprbg: Получихме писмо и клип от Пепи Еврото ВИДЕО,Anticoruprbg: We received a letter and a clip from Pepi the Euro VIDEO,https://crimesbg.com/novini/anticoruprbg-poluchihme-pismo-i-klip-ot-pepi-evroto-video-5/156951,57.jpg,https://crimesbg.com/media/4/2025/03/10/117263/320x180.webp?timer=1741608860,4,2025-03-10 12:14:33,crimesbg.com,Iva Ivanova,"informiran.net,kliuki.ws,kliuki.net,svobodnoslovo.eu",2025-03-10 12:13:01,1.533333333,2,2025-03-10,12:14
20,57,Аnticoruprbg: Получихме писмо и клип от Пепи Еврото ВИДЕО,Anticoruprbg: We received a letter and a clip from Pepi the Euro VIDEO,https://kliuki.net/skandali/anticoruprbg-poluchihme-pismo-i-klip-ot-pepi-evroto-video-3/240221,57.jpg,https://kliuki.net/media/5/2025/03/10/518273/320x180.webp?timer=1741609161,4,2025-03-10 12:19:46,kliuki.net,Иванина Николова,"informiran.net,kliuki.ws,crimesbg.com,svobodnoslovo.eu",2025-03-10 12:13:01,6.75,6,2025-03-10,12:19
21,57,Аnticoruprbg: Получихме писмо и клип от Пепи Еврото ВИДЕО,Anticoruprbg: We received a letter and a clip from Pepi the Euro VIDEO,https://kliuki.ws/balgariya/anticoruprbg-poluchihme-pismo-i-klip-ot-pepi-evroto-video-4/240222,57.jpg,https://kliuki.ws/media/6/2025/03/10/518274/480x270.webp?timer=1741609319,4,2025-03-10 12:20:31,kliuki.ws,Иванина Николова,"informiran.net,kliuki.net,crimesbg.com,svobodnoslovo.eu",2025-03-10 12:13:01,7.5,7,2025-03-10,12:20
22,57,Аnticoruprbg: Получихме писмо и клип от Пепи Еврото ВИДЕО,Anticoruprbg: We received a letter and a clip from Pepi the Euro VIDEO,https://informiran.net/balgariya/anticoruprbg-poluchihme-pismo-i-klip-ot-pepi-evroto-video,57.jpg,https://informiran.net/media/1/2025/03/10/82157/320x180.webp?timer=1741609292,4,2025-03-10 12:21:52,informiran.net,Галя Иванова,"kliuki.ws,kliuki.net,crimesbg.com,svobodnoslovo.eu",2025-03-10 12:13:01,8.85,3,2025-03-10,12:21
23,107,"Бащата на Сияна ГНЕВНО към застрахователния бос на  „ДаллБогг Живот и здраве” Тихомир Каменов: 53 733,97 лв. Как сметнахте стотинките, боклуци долни?","Siyana's father is ANGRY towards the insurance boss of ""DallBogg Life and Health"" Tihomir Kamenov: 53,733.97 leva. How did you count the pennies, you lowlifes?",https://svobodnoslovo.eu/bulgaria/bashtata-na-siyana-gnevno-kam-zastrahovatelniya-bos-na-dallbogg-zhivot-i-zdrave-tihomir-kamenov-53-73397-lv-kak-smetnahte-stotinkite-bokluci-dolni/171091,107.jpg,https://svobodnoslovo.eu/media/1/2025/08/27/136444/960x540.jpg?timer=1756312430,4,2025-08-27 16:33:46,svobodnoslovo.eu,Iva Ivanova,"razkritia.com,kliuki.net,informiran.net,crimesbg.com",2025-08-27 16:33:46,0,13,2025-08-27,16:33
24,107,"Бащата на Сияна ГНЕВНО към застрахователния бос на  „ДаллБогг Живот и здраве” Тихомир Каменов: 53 733,97 лв. Как сметнахте стотинките, боклуци долни?","Siyana's father is ANGRY towards the insurance boss of ""DallBogg Life and Health"" Tihomir Kamenov: 53,733.97 leva. How did you count the pennies, you lowlifes?",https://crimesbg.com/novini/bashtata-na-siyana-gnevno-kam-zastrahovatelniya-bos-na-dallbogg-zhivot-i-zdrave-tihomir-kamenov-53-73397-lv-kak-smetnahte-stotinkite-bokluci-dolni-5/171094,107.jpg,https://crimesbg.com/media/4/2025/08/27/136447/320x180.jpg?timer=1756312508,4,2025-08-27 16:35:15,crimesbg.com,Iva Ivanova,"razkritia.com,kliuki.net,informiran.net,svobodnoslovo.eu",2025-08-27 16:33:46,1.483333333,2,2025-08-27,16:35
25,107,"Бащата на Сияна ГНЕВНО към застрахователния бос на  „ДаллБогг Живот и здраве” Тихомир Каменов: 53 733,97 лв. Как сметнахте стотинките, боклуци долни?","Siyana's father is ANGRY towards the insurance boss of ""DallBogg Life and Health"" Tihomir Kamenov: 53,733.97 leva. How did you count the pennies, you lowlifes?",https://informiran.net/balgariya/bashtata-na-siyana-gnevno-kam-zastrahovatelniya-bos-na-dallbogg-zhivot-i-zdrave-tihomir-kamenov-53-73397-lv-kak-smetnahte-stotinkite-bokluci-dolni,107.jpg,https://informiran.net/media/1/2025/08/27/85657/320x180.jpg?timer=1756312655,4,2025-08-27 16:37:46,informiran.net,Галя Иванова,"razkritia.com,kliuki.net,crimesbg.com,svobodnoslovo.eu",2025-08-27 16:33:46,4,3,2025-08-27,16:37
26,107,"Бащата на Сияна ГНЕВНО към застрахователния бос на  „ДаллБогг Живот и здраве” Тихомир Каменов: 53 733,97 лв. Как сметнахте стотинките, боклуци долни?","Siyana's father is ANGRY towards the insurance boss of ""DallBogg Life and Health"" Tihomir Kamenov: 53,733.97 leva. How did you count the pennies, you lowlifes?",https://kliuki.net/skandali/bashtata-na-siyana-gnevno-kam-zastrahovatelniya-bos-na-dallbogg-zhivot-i-zdrave-tihomir-kamenov-53-73397-lv-kak-smetnahte-stotinkite-bokluci-dolni-2/249328,107.jpg,https://kliuki.net/media/5/2025/08/27/535252/320x180.jpg?timer=1756312726,4,2025-08-27 16:38:54,kliuki.net,Иванина Николова,"razkritia.com,informiran.net,crimesbg.com,svobodnoslovo.eu",2025-08-27 16:33:46,5.133333333,6,2025-08-27,16:38
27,107,"Бащата на Сияна ГНЕВНО към застрахователния бос на  „ДаллБогг Живот и здраве” Тихомир Каменов: 53 733,97 лв. Как сметнахте стотинките, боклуци долни?","Siyana's father is ANGRY towards the insurance boss of ""DallBogg Life and Health"" Tihomir Kamenov: 53,733.97 leva. How did you count the pennies, you lowlifes?",https://razkritia.com/scandalni/bashtata-na-siyana-gnevno-kam-zastrahovatelniya-bos-na-dallbogg-zhivot-i-zdrave-tihomir-kamenov-53-73397-lv-kak-smetnahte-stotinkite-bokluci-dolni/249327,107.jpg,https://razkritia.com/media/4/2025/08/27/535251/320x180.jpg?timer=1756312692,4,2025-08-27 19:38:00,razkritia.com,Иванина Николова,"kliuki.net,informiran.net,crimesbg.com,svobodnoslovo.eu",2025-08-27 16:33:46,184.2333333,12,2025-08-27,19:38
28,122,Бивш депутат в имотна сделка за 15 млн. лв. с Киро Японеца,Former MP in a property deal for 15 million leva with Kiro the Japanese,https://crimesbg.com/novini/bivsh-deputat-v-imotna-sdelka-za-15-mln-lv-s-kiro-yaponeca-2/178652,122.jpg,https://crimesbg.com/media/4/2025/11/28/147351/320x180.png?timer=1764341707,4,2025-11-28 16:10:00,crimesbg.com,Iva Ivanova,"kliuki.ws,informiran.net,kliuki.net,svobodnoslovo.eu",2025-11-28 16:10:00,0,2,2025-11-28,16:10
29,122,Бивш депутат в имотна сделка за 15 млн. лв. с Киро Японеца,Former MP in a property deal for 15 million leva with Kiro the Japanese,https://kliuki.ws/novini/bivsh-deputat-v-imotna-sdelka-za-15-mln-lv-s-kiro-yaponeca-4/254299,122.jpg,https://kliuki.ws/media/6/2025/11/28/545364/480x270.png?timer=1764342042,4,2025-11-28 16:30:00,kliuki.ws,Иванина Николова,"informiran.net,kliuki.net,svobodnoslovo.eu,crimesbg.com",2025-11-28 16:10:00,20,7,2025-11-28,16:30
30,122,Бивш депутат в имотна сделка за 15 млн. лв. с Киро Японеца,Former MP in a property deal for 15 million leva with Kiro the Japanese,https://informiran.net/balgariya/bivsh-deputat-v-imotna-sdelka-za-15-mln-lv-s-kiro-yaponeca,122.jpg,https://informiran.net/media/1/2025/11/28/88067/320x180.png?timer=1764341626,4,2025-11-28 16:30:00,informiran.net,Галя Иванова,"kliuki.ws,kliuki.net,svobodnoslovo.eu,crimesbg.com",2025-11-28 16:10:00,20,3,2025-11-28,16:30
31,122,Бивш депутат в имотна сделка за 15 млн. лв. с Киро Японеца,Former MP in a property deal for 15 million leva with Kiro the Japanese,https://kliuki.net/skandali/bivsh-deputat-v-imotna-sdelka-za-15-mln-lv-s-kiro-yaponeca-2/254298,122.jpg,https://kliuki.net/media/5/2025/11/28/545363/320x180.png?timer=1764341973,4,2025-11-28 16:30:00,kliuki.net,Иванина Николова,"kliuki.ws,informiran.net,svobodnoslovo.eu,crimesbg.com",2025-11-28 16:10:00,20,6,2025-11-28,16:30
32,122,Бивш депутат в имотна сделка за 15 млн. лв. с Киро Японеца,Former MP in a property deal for 15 million leva with Kiro the Japanese,https://svobodnoslovo.eu/bulgaria/bivsh-deputat-v-imotna-sdelka-za-15-mln-lv-s-kiro-yaponeca/178651,122.jpg,https://svobodnoslovo.eu/media/1/2025/11/28/147350/960x540.png?timer=1764347403,4,2025-11-28 16:30:00,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,informiran.net,kliuki.net,crimesbg.com",2025-11-28 16:10:00,20,13,2025-11-28,16:30
33,150,Божков към прокурор Кънев: Молете се! Видео,Bozhkov to Prosecutor Kanev: Pray! Video,https://svobodnoslovo.eu/bulgaria/bozhkov-kam-prokuror-kanev-molete-se-video/165110,150.jpg,https://svobodnoslovo.eu/media/1/2025/06/13/128183/960x540.webp?timer=1749804024,4,2025-06-13 08:40:17,svobodnoslovo.eu,Iva Ivanova,"razkritia.com,kliuki.net,informiran.net,crimesbg.com",2025-06-13 08:40:17,0,13,2025-06-13,08:40
34,150,Божков към прокурор Кънев: Молете се! Видео,Bozhkov to Prosecutor Kanev: Pray! Video,https://crimesbg.com/novini/bozhkov-kam-prokuror-kanev-molete-se-video-5/165113,150.jpg,https://crimesbg.com/media/4/2025/06/13/128192/320x180.webp?timer=1749804128,4,2025-06-13 08:42:19,crimesbg.com,Iva Ivanova,"razkritia.com,kliuki.net,informiran.net,svobodnoslovo.eu",2025-06-13 08:40:17,2.033333333,2,2025-06-13,08:42
35,150,Божков към прокурор Кънев: Молете се! Видео,Bozhkov to Prosecutor Kanev: Pray! Video,https://informiran.net/balgariya/bozhkov-kam-prokuror-kanev-molete-se-video,150.jpg,https://informiran.net/media/1/2025/06/13/84189/320x180.webp?timer=1749804263,4,2025-06-13 08:44:38,informiran.net,Галя Иванова,"razkritia.com,kliuki.net,crimesbg.com,svobodnoslovo.eu",2025-06-13 08:40:17,4.35,3,2025-06-13,08:44
36,150,Божков към прокурор Кънев: Молете се! Видео,Bozhkov to Prosecutor Kanev: Pray! Video,https://kliuki.net/skandali/bozhkov-kam-prokuror-kanev-molete-se-video-2/245656,150.jpg,https://kliuki.net/media/5/2025/06/13/528241/320x180.webp?timer=1749804443,4,2025-06-13 08:47:51,kliuki.net,Иванина Николова,"razkritia.com,informiran.net,crimesbg.com,svobodnoslovo.eu",2025-06-13 08:40:17,7.566666667,6,2025-06-13,08:47
37,150,Божков към прокурор Кънев: Молете се! Видео,Bozhkov to Prosecutor Kanev: Pray! Video,https://razkritia.com/scandalni/bozhkov-kam-prokuror-kanev-molete-se-video/245654,150.jpg,https://razkritia.com/media/4/2025/06/13/528235/320x180.webp?timer=1749804300,4,2025-06-13 11:45:00,razkritia.com,Иванина Николова,"kliuki.net,informiran.net,crimesbg.com,svobodnoslovo.eu",2025-06-13 08:40:17,184.7166667,12,2025-06-13,11:45
38,202,"В кръвта и урината на 18-годишния Никола, прегазил петима с АТВ, е открита марихуана","Marijuana was found in the blood and urine of 18-year-old Nikola, who ran over five people with an ATV",https://svobodnoslovo.eu/bulgaria/v-kravta-i-urinata-na-18-godishniya-nikola-pregazil-petima-s-atv-e-otkrita-marihuana/171022,202.jpg,https://svobodnoslovo.eu/media/1/2025/08/26/136378/960x540.jpg?timer=1756217371,4,2025-08-26 14:09:22,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,kliuki.net,informiran.net,crimesbg.com",2025-08-26 14:09:22,0,13,2025-08-26,14:09
39,202,"В кръвта и урината на 18-годишния Никола, прегазил петима с АТВ, е открита марихуана","Marijuana was found in the blood and urine of 18-year-old Nikola, who ran over five people with an ATV",https://crimesbg.com/novini/v-kravta-i-urinata-na-18-godishniya-nikola-pregazil-petima-s-atv-e-otkrita-marihuana-5/171025,202.jpg,https://crimesbg.com/media/4/2025/08/26/136384/320x180.jpg?timer=1756217439,4,2025-08-26 14:10:51,crimesbg.com,Iva Ivanova,"kliuki.ws,kliuki.net,informiran.net,svobodnoslovo.eu",2025-08-26 14:09:22,1.483333333,2,2025-08-26,14:10
40,202,"В кръвта и урината на 18-годишния Никола, прегазил петима с АТВ, е открита марихуана","Marijuana was found in the blood and urine of 18-year-old Nikola, who ran over five people with an ATV",https://informiran.net/balgariya/v-kravta-i-urinata-na-18-godishniya-nikola-pregazil-petima-s-atv-e-otkrita-marihuana,202.jpg,https://informiran.net/media/1/2025/08/26/85646/320x180.jpg?timer=1756217558,4,2025-08-26 14:12:48,informiran.net,Галя Иванова,"kliuki.ws,kliuki.net,crimesbg.com,svobodnoslovo.eu",2025-08-26 14:09:22,3.433333333,3,2025-08-26,14:12
41,202,"В кръвта и урината на 18-годишния Никола, прегазил петима с АТВ, е открита марихуана","Marijuana was found in the blood and urine of 18-year-old Nikola, who ran over five people with an ATV",https://kliuki.net/skandali/v-kravta-i-urinata-na-18-godishniya-nikola-pregazil-petima-s-atv-e-otkrita-marihuana-2/249300,202.jpg,https://kliuki.net/media/5/2025/08/26/535212/320x180.jpg?timer=1756217658,4,2025-08-26 14:14:29,kliuki.net,Иванина Николова,"kliuki.ws,informiran.net,crimesbg.com,svobodnoslovo.eu",2025-08-26 14:09:22,5.116666667,6,2025-08-26,14:14
42,202,"В кръвта и урината на 18-годишния Никола, прегазил петима с АТВ, е открита марихуана","Marijuana was found in the blood and urine of 18-year-old Nikola, who ran over five people with an ATV",https://kliuki.ws/novini/v-kravta-i-urinata-na-18-godishniya-nikola-pregazil-petima-s-atv-e-otkrita-marihuana-4/249301,202.jpg,https://kliuki.ws/media/6/2025/08/26/535214/480x270.jpg?timer=1756217714,4,2025-08-26 14:15:02,kliuki.ws,Иванина Николова,"kliuki.net,informiran.net,crimesbg.com,svobodnoslovo.eu",2025-08-26 14:09:22,5.666666667,7,2025-08-26,14:15
43,262,"ГОРЕЩО: Проговори бащата на 4-годишната Ева, обявена за международно издирване - бивш депутат забъркан в изчезването й","HOT: The father of 4-year-old Eva, declared an international wanted person, speaks out - a former MP involved in her disappearance",https://svobodnoslovo.eu/bulgaria/goreshto-progovori-bashtata-na-4-godishnata-eva-obyavena-za-mezhdunarodno-izdirvane-bivsh-deputat-zabarkan-v-izchezvaneto-y/167016,262.jpg,https://svobodnoslovo.eu/media/1/2025/07/05/130848/960x540.jpeg?timer=1751716221,4,2025-07-05 11:50:12,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,kliuki.net,informiran.net,crimesbg.com",2025-07-05 11:50:12,0,13,2025-07-05,11:50
44,262,"ГОРЕЩО: Проговори бащата на 4-годишната Ева, обявена за международно издирване - бивш депутат забъркан в изчезването й","HOT: The father of 4-year-old Eva, declared an international wanted person, speaks out - a former MP involved in her disappearance",https://crimesbg.com/novini/goreshto-progovori-bashtata-na-4-godishnata-eva-obyavena-za-mezhdunarodno-izdirvane-bivsh-deputat-zabarkan-v-izchezvaneto-y-5/167019,262.jpg,https://crimesbg.com/media/4/2025/07/05/130851/320x180.jpeg?timer=1751716292,4,2025-07-05 11:51:40,crimesbg.com,Iva Ivanova,"kliuki.ws,kliuki.net,informiran.net,svobodnoslovo.eu",2025-07-05 11:50:12,1.466666667,2,2025-07-05,11:51
45,262,"ГОРЕЩО: Проговори бащата на 4-годишната Ева, обявена за международно издирване - бивш депутат забъркан в изчезването й","HOT: The father of 4-year-old Eva, declared an international wanted person, speaks out - a former MP involved in her disappearance",https://informiran.net/balgariya/goreshto-progovori-bashtata-na-4-godishnata-eva-obyavena-za-mezhdunarodno-izdirvane-bivsh-deputat-zabarkan-v-izchezvaneto-y,262.jpg,https://informiran.net/media/1/2025/07/05/84708/320x180.jpeg?timer=1751716420,4,2025-07-05 11:53:58,informiran.net,Галя Иванова,"kliuki.ws,kliuki.net,crimesbg.com,svobodnoslovo.eu",2025-07-05 11:50:12,3.766666667,3,2025-07-05,11:53
46,262,"ГОРЕЩО: Проговори бащата на 4-годишната Ева, обявена за международно издирване - бивш депутат забъркан в изчезването й","HOT: The father of 4-year-old Eva, declared an international wanted person, speaks out - a former MP involved in her disappearance",https://kliuki.net/skandali/goreshto-progovori-bashtata-na-4-godishnata-eva-obyavena-za-mezhdunarodno-izdirvane-bivsh-deputat-zabarkan-v-izchezvaneto-y-2/246905,262.jpg,https://kliuki.net/media/5/2025/07/05/530523/320x180.jpeg?timer=1751716553,4,2025-07-05 11:56:08,kliuki.net,Иванина Николова,"kliuki.ws,informiran.net,crimesbg.com,svobodnoslovo.eu",2025-07-05 11:50:12,5.933333333,6,2025-07-05,11:56
